0.002,0.01,-0.008,52.16,-163.9,0
-0.022,-0.011,0.004,-26.8,78.98,0
0.012,-0.002,0.021,-3.79,-29.37,0
0.012,0.022,-0.02,44.2,-149.07,0
0.007,-0.026,-0.025,-45.06,-164.01,0
-0.007,-0.002,-0.001,-12.23,94.36,0
0.005,-0.035,0.004,-79.88,-47.59,0
0.014,-0.035,-0.013,-61.66,-131.41,0
0.012,-0.028,-0.005,-65.1,-114.36,0
0.002,0.015,-0.005,69.08,-157.32,0
-0.017,-0.004,0.019,-9.02,42.3,0
0.009,0.015,-0.003,56.94,-107.41,0
0.012,0.03,-0.022,49.67,-151.89,0
-0.026,-0.021,0.016,-33.75,58.56,0
0.002,0.003,0.004,33.72,-27.85,0
0.002,0.013,0.009,53.96,-13.92,0
-0.01,0.008,0.009,31.02,47.2,0
0.021,-0.016,0.023,-26.73,-42.45,0
0.012,0.022,0.009,56.38,-52.64,0
0.005,-0.03,-0.027,-48.01,-170.24,0
0.029,-0.011,-0.027,-15.89,-133.27,0
-0.029,0.001,0.007,1.54,77.09,0
0.005,0.001,-0.022,2.02,-168.17,0
0.031,0.015,-0.003,25.99,-95.45,0
-0.003,0.006,0.021,14.8,6.94,0
-0.012,0.027,-0.001,65.89,92.64,0
0.005,0.03,0.002,80.43,-68.38,0
0.019,0.013,0.011,29.95,-59,0
0.007,-0.009,0.033,-14.6,-12.03,0
0.014,-0.016,-0.032,-24.69,-155.85,0
0.007,-0.021,0.04,-26.98,-9.92,0
-0,-0.021,0.016,-52.02,0.56,0
0.026,-0.023,0.023,-33.4,-48.23,0
0.021,0.006,-0.001,14.63,-91.5,0
0.021,-0.014,0.011,-29.23,-61.92,0
0.007,-0.028,-0.005,-72.46,-127.29,0
-0.005,0.022,-0.02,47.71,165.91,0
-0,0.01,0.014,36.92,0.66,0
0.009,0.01,0.014,31.83,-34.3,0
-0.015,-0.028,0.023,-45.42,31.85,0
